715351433,Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,31,3,1,4,27117.624725561695,1789,34620.31093794908,0.9974338406345268,15756,80,0.7212305780419052,0.05273255486336645,-0.002627041576986607,0.995422287553928
704818544,Existing Customer,32,F,2,High School,Single,$40K - $60K,Blue,43,6,2,4,22483.84361502191,1043,21703.49422557205,0.6256030399047724,4284,21,0.5978108769753248,0.39133455308600074,0.005136196750888962,0.9990790344436722
764261052,Attrited Customer,38,M,3,High School,Married,$120K +,Blue,38,5,3,4,7593.762715921487,2023,11816.051141139525,0.585483771643889,1650,21,0.3407316046401438,-0.003480001895302862,0.9648873563815369,-4.084364895693034e-05
815077373,Existing Customer,51,M,3,Unknown,Single,$120K +,Silver,38,1,2,1,36384.87664136776,2174,29804.352574804114,0.7410748134769112,9406,71,0.5886298529222417,0.029673770497794592,-0.003462429812402094,1.0011106219333383
771063433,Existing Customer,40,M,2,Graduate,Unknown,$80K - $120K,Blue,36,3,2,3,16230.565181336468,737,13171.824811999013,1.4520438242292943,14637,63,0.668688388953307,0.052372103226038205,0.006986960426040238,1.0059528274650258
709693864,Attrited Customer,39,F,1,Graduate,Single,Unknown,Blue,34,6,3,3,2437.110740119744,23,1735.7638961057241,0.5299189472118604,2741,51,0.36217750721315084,0.16363049685598713,0.005089732940127106,0.004115230430163894
714498252,Existing Customer,26,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,1,1002.7721806660404,1577,528.2497078198961,0.7321965410009701,4514,94,0.8205443710726643,0.42292047892438545,-0.0017620975311824097,1.0007311165295143
777391795,Existing Customer,59,M,5,Uneducated,Married,Unknown,Blue,27,4,1,2,21008.432268594996,1035,2136.145046463509,0.6678507419521967,13262,69,0.8538506651698538,0.01903959911078816,0.00016792741424589974,0.9947542979647694
707747192,Existing Customer,43,M,4,College,Married,Less than $40K,Blue,40,5,3,4,1831.374452119755,1882,14527.428982612235,0.8062343311936041,895,41,0.5068026803908774,0.07753258256218144,0.007442591255765278,0.9967675702511906
709797655,Existing Customer,40,M,2,Unknown,Married,$40K - $60K,Blue,46,5,2,3,9092.034956833804,2340,2008.6138760276187,0.8793551144944601,423,63,0.25328844739771494,0.48829904707407995,0.000882353171607289,1.0005368020018264
813371234,Attrited Customer,42,F,2,Unknown,Divorced,Less than $40K,Blue,36,6,3,3,3674.097504225242,12,1906.031976135917,0.5350582109089683,2986,36,0.5330183812520201,0.0144773484997821,0.9905700489633249,0.02877637956419774
717707610,Existing Customer,52,F,5,Uneducated,Unknown,Unknown,Blue,40,3,2,3,2088.1227037877184,47,1747.1309961188945,0.8510142680614002,3677,35,0.49202685283049563,-0.0006426848773780881,-0.004034457219497719,1.0042089387903963
717859909,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,49,4,2,1,3415.1592375803707,1748,5386.738206443086,0.8307219131761687,4980,81,0.7917598898975572,0.32477031654817384,-0.003131476011141398,0.9977824657387421
788767655,Existing Customer,43,M,3,College,Single,Unknown,Blue,38,2,3,1,33574.10255199202,2122,17581.395498598293,0.9555010301029558,2190,80,0.7180400145473023,0.09111699604741264,0.0033288101119436893,0.9967717635847416
785848857,Existing Customer,44,M,3,Doctorate,Married,$60K - $80K,Blue,21,3,1,1,18901.56564716593,2131,1744.861530542765,0.5522834981880868,5229,75,0.9878799782842675,0.15743859993234283,-0.006452149637336786,0.9913262490663796
713525025,Attrited Customer,31,F,3,Post-Graduate,Divorced,Less than $40K,Blue,32,4,3,4,18752.760929574517,29,26515.571371085513,0.8398184709630568,2207,41,0.4839802194307134,0.0010870915290274825,1.0048238221557049,-0.007821349172399208
774957002,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Silver,36,4,3,3,32187.17585816823,2473,8641.829433404382,0.6585080029575524,8058,55,0.28741431062656264,0.025818382453521187,0.9600929987660156,1.0020405893003164
814924411,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,49,6,3,3,14638.750876152266,1536,27693.256186823615,0.5971394282037145,963,52,0.7392397413507957,-0.013092627292395596,0.002746442857837288,0.9994019639545801
785798792,Existing Customer,49,F,1,High School,Single,Less than $40K,Blue,36,6,2,3,7980.713757598363,2148,321.91541795988337,0.40920510285720374,4358,87,1.085858123077195,0.41485982100536983,0.0042746241961246784,1.0033007852034137
